TaskID,LoC,Reliability,Maintainability,Security_Hotspots,CyC,CoC
BigCodeBench/204,13.0,0,1,0,1.0,0.0
BigCodeBench/205,10.0,0,0,0,2.0,0.0
BigCodeBench/206,12.0,0,1,0,2.0,1.0
BigCodeBench/207,6.0,0,0,0,1.0,0.0
BigCodeBench/208,36.0,0,4,0,2.0,1.0
BigCodeBench/209,16.0,0,2,0,1.0,0.0
BigCodeBench/210,14.0,0,1,0,1.0,0.0
BigCodeBench/211,15.0,0,2,0,3.0,2.0
BigCodeBench/212,12.0,0,1,0,1.0,0.0
BigCodeBench/213,13.0,0,1,0,1.0,0.0
BigCodeBench/214,13.0,0,3,0,2.0,1.0
BigCodeBench/215,19.0,0,4,0,4.0,3.0
BigCodeBench/216,14.0,0,0,0,2.0,1.0
BigCodeBench/217,14.0,0,1,0,1.0,0.0
BigCodeBench/218,17.0,0,0,0,4.0,3.0
BigCodeBench/219,14.0,0,0,0,1.0,0.0
BigCodeBench/220,28.0,1,1,0,2.0,1.0
BigCodeBench/221,21.0,0,1,0,5.0,7.0
BigCodeBench/222,13.0,0,1,0,1.0,0.0
BigCodeBench/223,16.0,0,0,0,8.0,10.0
BigCodeBench/224,21.0,0,1,0,1.0,0.0
BigCodeBench/225,14.0,0,0,0,4.0,4.0
BigCodeBench/226,14.0,0,0,0,1.0,0.0
BigCodeBench/227,21.0,0,4,0,2.0,1.0
BigCodeBench/228,12.0,0,0,0,2.0,1.0
BigCodeBench/229,17.0,0,0,0,3.0,2.0
BigCodeBench/230,15.0,0,1,0,2.0,1.0
BigCodeBench/231,26.0,0,1,0,3.0,2.0
BigCodeBench/232,13.0,0,0,0,2.0,1.0
BigCodeBench/233,19.0,0,1,0,3.0,2.0
BigCodeBench/234,18.0,0,0,0,2.0,1.0
BigCodeBench/235,18.0,0,1,0,1.0,0.0
BigCodeBench/236,14.0,0,1,0,2.0,1.0
BigCodeBench/237,16.0,0,2,0,4.0,3.0
BigCodeBench/238,15.0,0,3,0,1.0,0.0
BigCodeBench/239,19.0,0,1,0,2.0,0.0
BigCodeBench/240,7.0,0,0,0,1.0,0.0
