TaskID,LoC,Reliability,Maintainability,Security_Hotspots,CyC,CoC
BigCodeBench/365,13.0,0,0,0,1.0,0.0
BigCodeBench/366,11.0,0,1,0,1.0,0.0
BigCodeBench/367,16.0,0,1,0,3.0,2.0
BigCodeBench/368,8.0,0,0,0,1.0,0.0
BigCodeBench/369,12.0,0,3,0,1.0,0.0
BigCodeBench/370,17.0,0,1,0,3.0,2.0
BigCodeBench/371,7.0,0,0,0,1.0,0.0
BigCodeBench/372,14.0,0,1,0,3.0,3.0
BigCodeBench/373,17.0,0,2,0,3.0,1.0
BigCodeBench/374,19.0,0,0,0,5.0,10.0
BigCodeBench/375,11.0,0,2,0,1.0,0.0
BigCodeBench/376,11.0,0,0,0,2.0,0.0
BigCodeBench/377,16.0,0,0,0,1.0,0.0
BigCodeBench/378,26.0,0,0,0,4.0,5.0
BigCodeBench/379,8.0,0,1,0,1.0,0.0
BigCodeBench/380,17.0,0,0,0,5.0,6.0
BigCodeBench/381,18.0,0,3,0,1.0,0.0
BigCodeBench/382,13.0,0,0,0,1.0,0.0
BigCodeBench/383,13.0,0,0,0,1.0,0.0
BigCodeBench/384,11.0,0,1,0,3.0,3.0
BigCodeBench/385,28.0,0,2,0,4.0,4.0
BigCodeBench/386,8.0,0,1,0,1.0,0.0
BigCodeBench/387,19.0,0,2,0,3.0,4.0
BigCodeBench/388,11.0,0,1,0,4.0,6.0
BigCodeBench/389,16.0,0,0,0,6.0,8.0
BigCodeBench/390,13.0,0,0,0,3.0,2.0
BigCodeBench/391,13.0,0,0,0,3.0,4.0
BigCodeBench/392,11.0,0,0,0,2.0,1.0
BigCodeBench/393,23.0,0,1,0,1.0,0.0
BigCodeBench/394,8.0,0,0,0,1.0,0.0
BigCodeBench/395,19.0,0,0,0,4.0,3.0
BigCodeBench/396,14.0,0,2,0,1.0,0.0
BigCodeBench/397,15.0,0,3,0,2.0,3.0
BigCodeBench/398,9.0,0,0,0,3.0,3.0
BigCodeBench/399,21.0,0,0,0,3.0,2.0
BigCodeBench/400,10.0,0,0,0,3.0,3.0
BigCodeBench/401,18.0,0,0,0,1.0,0.0
BigCodeBench/402,17.0,0,0,0,3.0,3.0
BigCodeBench/403,16.0,0,1,0,2.0,1.0
BigCodeBench/404,12.0,0,0,0,2.0,1.0
BigCodeBench/405,12.0,0,1,0,1.0,0.0
BigCodeBench/406,22.0,0,1,0,2.0,3.0
BigCodeBench/407,12.0,0,0,0,2.0,1.0
BigCodeBench/408,10.0,0,0,0,1.0,0.0
BigCodeBench/409,14.0,0,0,0,3.0,2.0
BigCodeBench/410,15.0,0,0,0,3.0,3.0
BigCodeBench/411,9.0,0,0,0,2.0,1.0
BigCodeBench/412,12.0,0,0,0,2.0,1.0
BigCodeBench/413,18.0,0,0,0,1.0,0.0
BigCodeBench/414,15.0,0,1,0,3.0,3.0
BigCodeBench/415,10.0,0,0,0,3.0,2.0
BigCodeBench/416,9.0,0,0,0,2.0,1.0
BigCodeBench/417,23.0,0,2,0,1.0,0.0
BigCodeBench/418,22.0,1,0,0,0.0,0.0
BigCodeBench/419,18.0,0,1,0,1.0,0.0
BigCodeBench/420,12.0,0,0,0,3.0,3.0
BigCodeBench/421,27.0,0,0,0,4.0,3.0
BigCodeBench/422,12.0,0,1,0,2.0,1.0
BigCodeBench/423,12.0,0,0,0,5.0,3.0
BigCodeBench/424,17.0,0,0,0,3.0,2.0
BigCodeBench/425,19.0,0,0,0,1.0,0.0
BigCodeBench/426,15.0,0,1,0,5.0,3.0
BigCodeBench/427,16.0,0,2,0,1.0,0.0
BigCodeBench/428,9.0,0,1,0,1.0,0.0
BigCodeBench/429,10.0,0,0,0,0.0,0.0
BigCodeBench/430,9.0,0,1,0,1.0,0.0
BigCodeBench/431,14.0,0,0,0,5.0,5.0
BigCodeBench/432,9.0,0,3,0,1.0,0.0
BigCodeBench/433,11.0,0,0,0,2.0,2.0
BigCodeBench/434,22.0,0,2,0,2.0,1.0
BigCodeBench/435,15.0,0,0,0,1.0,0.0
BigCodeBench/436,17.0,0,0,0,4.0,5.0
BigCodeBench/437,9.0,0,0,0,1.0,0.0
BigCodeBench/438,14.0,0,0,0,2.0,1.0
BigCodeBench/439,12.0,0,3,0,1.0,0.0
BigCodeBench/440,10.0,0,2,0,2.0,1.0
BigCodeBench/441,14.0,0,2,0,1.0,0.0
BigCodeBench/442,13.0,0,5,0,1.0,0.0
BigCodeBench/443,12.0,0,3,0,1.0,0.0
BigCodeBench/444,12.0,0,2,0,1.0,0.0
BigCodeBench/445,13.0,0,1,0,3.0,2.0
BigCodeBench/446,10.0,0,1,0,1.0,0.0
BigCodeBench/447,12.0,0,1,0,1.0,0.0
BigCodeBench/448,12.0,0,1,0,1.0,0.0
BigCodeBench/449,20.0,0,0,0,3.0,2.0
BigCodeBench/450,19.0,0,1,0,2.0,2.0
BigCodeBench/451,12.0,0,5,0,1.0,0.0
BigCodeBench/452,22.0,0,0,0,1.0,0.0
BigCodeBench/453,8.0,0,0,0,3.0,3.0
BigCodeBench/454,15.0,0,0,0,5.0,5.0
BigCodeBench/455,11.0,0,0,0,1.0,0.0
BigCodeBench/456,9.0,0,0,0,1.0,0.0
BigCodeBench/457,10.0,0,1,0,3.0,2.0
BigCodeBench/458,16.0,0,0,0,4.0,8.0
BigCodeBench/459,16.0,0,0,0,4.0,3.0
BigCodeBench/460,10.0,0,0,0,2.0,1.0
BigCodeBench/461,21.0,0,0,0,4.0,4.0
BigCodeBench/462,18.0,0,3,0,3.0,2.0
BigCodeBench/463,18.0,0,1,0,2.0,1.0
BigCodeBench/464,13.0,0,0,0,3.0,3.0
BigCodeBench/465,16.0,0,0,0,3.0,4.0
BigCodeBench/466,15.0,0,0,0,3.0,1.0
BigCodeBench/467,13.0,0,2,0,1.0,0.0
BigCodeBench/468,17.0,0,1,0,1.0,0.0
BigCodeBench/469,14.0,0,1,0,2.0,0.0
BigCodeBench/470,12.0,0,1,0,1.0,0.0
BigCodeBench/471,7.0,0,2,0,1.0,0.0
BigCodeBench/472,17.0,0,2,0,6.0,5.0
BigCodeBench/473,15.0,0,3,0,4.0,3.0
BigCodeBench/474,14.0,0,2,0,1.0,0.0
BigCodeBench/475,19.0,0,2,0,6.0,5.0
BigCodeBench/476,15.0,0,0,0,1.0,0.0
BigCodeBench/477,13.0,0,6,0,1.0,0.0
BigCodeBench/478,9.0,0,0,0,2.0,1.0
BigCodeBench/479,19.0,0,0,0,4.0,5.0
BigCodeBench/480,9.0,0,0,0,1.0,0.0
BigCodeBench/481,13.0,0,0,0,2.0,1.0
BigCodeBench/482,27.0,0,0,0,4.0,7.0
BigCodeBench/483,13.0,0,0,0,3.0,1.0
BigCodeBench/484,15.0,0,3,0,2.0,1.0
BigCodeBench/485,18.0,0,1,0,3.0,2.0
BigCodeBench/486,16.0,0,2,0,1.0,0.0
BigCodeBench/487,16.0,0,0,0,4.0,4.0
BigCodeBench/488,15.0,0,1,0,1.0,0.0
BigCodeBench/489,17.0,0,0,0,2.0,1.0
BigCodeBench/490,7.0,0,0,0,1.0,0.0
BigCodeBench/491,23.0,0,4,0,6.0,6.0
BigCodeBench/492,24.0,0,0,0,7.0,7.0
BigCodeBench/493,16.0,0,2,0,4.0,4.0
